Isolate,Collection_time,Country,Nextstrain_clade,Source
hCoV-19/Guatemala/INC-LNS-134/2021.851/21J-Delta,2021.851,Guatemala,21J-Delta,GISAID
hCoV-19/Guatemala/ASI4243/2021.593/21J-Delta,2021.593,Guatemala,21J-Delta,GISAID
hCoV-19/Mexico/CHH_LANGEBIO_IMSS_4970/2022.007/21J-Delta,2022.007,Mexico,21J-Delta,GISAID
hCoV-19/CostaRica/INC-1564-711146/2021.799/21J-Delta,2021.799,CostaRica,21J-Delta,GISAID
hCoV-19/Nicaragua/CNDR-189175/2021.958/21J-Delta,2021.958,Nicaragua,21J-Delta,GISAID
hCoV-19/CostaRica/HNN-1016/2021.601/21J-Delta,2021.601,CostaRica,21J-Delta,GISAID
hCoV-19/Mexico/GUA_LANGEBIO_IMSS_4655/2021.952/21J-Delta,2021.952,Mexico,21J-Delta,GISAID
hCoV-19/Guatemala/ASI4492/2021.662/21J-Delta,2021.662,Guatemala,21J-Delta,GISAID
hCoV-19/Honduras/785828-ICGES/2021.692/21J-Delta,2021.692,Honduras,21J-Delta,GISAID
hCoV-19/AmericanSamoa/AS-CDC-2-5343518/2021.747/21J-Delta,2021.747,AmericanSamoa,21J-Delta,GISAID
hCoV-19/Colombia/DC-UNIANDES-G029261/2021.604/21J-Delta,2021.604,Colombia,21J-Delta,GISAID
hCoV-19/Poland/2613WSN2021_wsseol/2021.807/21J-Delta,2021.807,Poland,21J-Delta,GISAID
hCoV-19/Canada/QC-1nDJXW-503176641/2021.788/21J-Delta,2021.788,Canada,21J-Delta,GISAID
hCoV-19/USA/NC-CDC-LC0289799/2021.716/21J-Delta,2021.716,USA,21J-Delta,GISAID
hCoV-19/USA/MT-USAFSAM-S6670/2021.667/21J-Delta,2021.667,USA,21J-Delta,GISAID
hCoV-19/USA/MD-IGS-52124210069A/2021.662/21J-Delta,2021.662,USA,21J-Delta,GISAID
hCoV-19/Mexico/ZAC_IBT_IMSS_5864/2022.034/21J-Delta,2022.034,Mexico,21J-Delta,GISAID
hCoV-19/USA/GA-CDC-LC0129537/2021.56/21J-Delta,2021.56,USA,21J-Delta,GISAID
hCoV-19/USA/IL-CDC-LC0333952/2021.766/21J-Delta,2021.766,USA,21J-Delta,GISAID
hCoV-19/USA/WI-CDC-ASC210381115/2021.744/21J-Delta,2021.744,USA,21J-Delta,GISAID
hCoV-19/USA/GA-CDC-STM-000738302/2021.749/21J-Delta,2021.749,USA,21J-Delta,GISAID
hCoV-19/Mexico/ZAC_IBT_IMSS_4014/2021.842/21J-Delta,2021.842,Mexico,21J-Delta,GISAID
hCoV-19/USA/ME-HETL-J9673/2021.895/21J-Delta,2021.895,USA,21J-Delta,GISAID
hCoV-19/USA/WV-CDC-ASC210122110/2021.651/21J-Delta,2021.651,USA,21J-Delta,GISAID
hCoV-19/Mexico/SON_IBT_IMSS_4421/2021.837/21J-Delta,2021.837,Mexico,21J-Delta,GISAID
hCoV-19/USA/OK-OKPHLCOV0008794/2021.897/21J-Delta,2021.897,USA,21J-Delta,GISAID
hCoV-19/Mexico/JAL_InDRE_FB54363_E_S9990/2021.963/21J-Delta,2021.963,Mexico,21J-Delta,GISAID
hCoV-19/Benin/NMIMR-LFHV528826/2021.642/21J-Delta,2021.642,Benin,21J-Delta,GISAID
hCoV-19/Benin/MTMC_35_094/2021.785/21J-Delta,2021.785,Benin,21J-Delta,GISAID
hCoV-19/UnitedArabEmirates/BTC-10056/2021.955/21J-Delta,2021.955,UnitedArabEmirates,21J-Delta,GISAID
hCoV-19/Djibouti/NAMRU3_D402/2021.714/21J-Delta,2021.714,Djibouti,21J-Delta,GISAID
hCoV-19/UnitedArabEmirates/BTC-9621/2021.889/21J-Delta,2021.889,UnitedArabEmirates,21J-Delta,GISAID
hCoV-19/Chad/TCH-010/2021.933/21J-Delta,2021.933,Chad,21J-Delta,GISAID
hCoV-19/SolomonIslands/SOL037/2022.127/21J-Delta,2022.127,SolomonIslands,21J-Delta,GISAID
hCoV-19/SolomonIslands/SOL023/2022.07/21J-Delta,2022.07,SolomonIslands,21J-Delta,GISAID
hCoV-19/Bahrain/21120021761_S37_L001/2021.936/21J-Delta,2021.936,Bahrain,21J-Delta,GISAID
hCoV-19/Eswatini/N22740/2021.771/21J-Delta,2021.771,Eswatini,21J-Delta,GISAID
hCoV-19/Mozambique/CERI-KRISP-K030798/2021.766/21J-Delta,2021.766,Mozambique,21J-Delta,GISAID
hCoV-19/Comoros/SS3796/2021.812/21J-Delta,2021.812,Comoros,21J-Delta,GISAID
hCoV-19/Comoros/SS3792/2021.79/21J-Delta,2021.79,Comoros,21J-Delta,GISAID
hCoV-19/Netherlands/UT-RIVM-65224/2021.777/21J-Delta,2021.777,Netherlands,21J-Delta,GISAID
hCoV-19/Germany/BE-RKI-I-288673/2021.777/21J-Delta,2021.777,Germany,21J-Delta,GISAID
hCoV-19/Bulgaria/21BG-EU_004086_Pl35/2021.568/21J-Delta,2021.568,Bulgaria,21J-Delta,GISAID
hCoV-19/Fujian/2021KT-VIR-SPE-0005/2021.429/21J-Delta,2021.429,Fujian,21J-Delta,GISAID
hCoV-19/Bulgaria/21BG-EU_011958_Pl114/2021.895/21J-Delta,2021.895,Bulgaria,21J-Delta,GISAID
hCoV-19/England/PLYM-2C6D63A/2021.911/21J-Delta,2021.911,England,21J-Delta,GISAID
hCoV-19/Canada/PE-NML-249061/2021.886/21J-Delta,2021.886,Canada,21J-Delta,GISAID
hCoV-19/Qatar/QA.QU.20.6.D5/2021.662/21J-Delta,2021.662,Qatar,21J-Delta,GISAID
hCoV-19/CaboVerde/SL6970/2021.881/21J-Delta,2021.881,CaboVerde,21J-Delta,GISAID
hCoV-19/CzechRepublic/NRL_11135/2021.566/21J-Delta,2021.566,CzechRepublic,21J-Delta,GISAID
hCoV-19/Aruba/AW-RIVM-66068/2021.779/21J-Delta,2021.779,Aruba,21J-Delta,GISAID
hCoV-19/Aruba/AW-RIVM-58348/2021.67/21J-Delta,2021.67,Aruba,21J-Delta,GISAID
hCoV-19/Bulgaria/21BG-EU_009930_Pl95/2021.799/21J-Delta,2021.799,Bulgaria,21J-Delta,GISAID
hCoV-19/Denmark/DCGC-170427/2021.67/21J-Delta,2021.67,Denmark,21J-Delta,GISAID
hCoV-19/NewZealand/21CV1891/2021.834/21J-Delta,2021.834,NewZealand,21J-Delta,GISAID
hCoV-19/Australia/NT380/2021.648/21J-Delta,2021.648,Australia,21J-Delta,GISAID
hCoV-19/SierraLeone/CPHRL_SEQ_21_298/2021.853/21J-Delta,2021.853,SierraLeone,21J-Delta,GISAID
hCoV-19/Norway/OUS-14673/2021.703/21J-Delta,2021.703,Norway,21J-Delta,GISAID
hCoV-19/England/MILK-1BED85E/2021.626/21J-Delta,2021.626,England,21J-Delta,GISAID
hCoV-19/Lithuania/LSMULKKGMMK14C186/2021.53/21J-Delta,2021.53,Lithuania,21J-Delta,GISAID
hCoV-19/Norway/24796/2021.793/21J-Delta,2021.793,Norway,21J-Delta,GISAID
hCoV-19/Sweden/37211126XXP/2021.662/21J-Delta,2021.662,Sweden,21J-Delta,GISAID
hCoV-19/Kosovo/CO-00570-XXK000_596_Pe/2021.897/21J-Delta,2021.897,Kosovo,21J-Delta,GISAID
hCoV-19/Poland/1509WSN2021_wsseol/2021.705/21J-Delta,2021.705,Poland,21J-Delta,GISAID
hCoV-19/Georgia/Tb-sNGS1660/2021.763/21J-Delta,2021.763,Georgia,21J-Delta,GISAID
hCoV-19/England/MILK-1D07573/2021.659/21J-Delta,2021.659,England,21J-Delta,GISAID
hCoV-19/Wales/PHWC-PFZUHG/2021.897/21J-Delta,2021.897,Wales,21J-Delta,GISAID
hCoV-19/Uganda/UG726/2021.412/21J-Delta,2021.412,Uganda,21J-Delta,GISAID
hCoV-19/BosniaandHerzegovina/166777/2021.615/21J-Delta,2021.615,BosniaandHerzegovina,21J-Delta,GISAID
hCoV-19/Kenya/SS3724/2021.793/21J-Delta,2021.793,Kenya,21J-Delta,GISAID
hCoV-19/Iceland/DCGN-0008556/2021.908/21J-Delta,2021.908,Iceland,21J-Delta,GISAID
hCoV-19/Djibouti/NAMRU3_D334/2021.689/21J-Delta,2021.689,Djibouti,21J-Delta,GISAID
hCoV-19/Uganda/MRC-UVRI-UVRI403718/2021.659/21J-Delta,2021.659,Uganda,21J-Delta,GISAID
hCoV-19/SouthSudan/UG1090/2021.662/21J-Delta,2021.662,SouthSudan,21J-Delta,GISAID
hCoV-19/SouthSudan/UG1100/2021.815/21J-Delta,2021.815,SouthSudan,21J-Delta,GISAID
hCoV-19/SouthSudan/UG686/2021.473/21J-Delta,2021.473,SouthSudan,21J-Delta,GISAID
hCoV-19/SriLanka/CDR284/2021.695/21J-Delta,2021.695,SriLanka,21J-Delta,GISAID
hCoV-19/SriLanka/aicbu1090/2021.634/21J-Delta,2021.634,SriLanka,21J-Delta,GISAID
hCoV-19/SriLanka/aicbu3010/2021.952/21J-Delta,2021.952,SriLanka,21J-Delta,GISAID
hCoV-19/UnitedArabEmirates/BTC-8515/2021.733/21J-Delta,2021.733,UnitedArabEmirates,21J-Delta,GISAID
hCoV-19/Lebanon/7277/2021.895/21J-Delta,2021.895,Lebanon,21J-Delta,GISAID
hCoV-19/Lebanon/7372/2021.895/21J-Delta,2021.895,Lebanon,21J-Delta,GISAID
hCoV-19/Portugal/PT16643/2021.684/21J-Delta,2021.684,Portugal,21J-Delta,GISAID
hCoV-19/France/MC-CERBAHC-1240226/2021.952/21J-Delta,2021.952,France,21J-Delta,GISAID
hCoV-19/Algeria/36417/2021.355/21J-Delta,2021.355,Algeria,21J-Delta,GISAID
hCoV-19/Switzerland/GE-HUG-35289979/2021.681/21J-Delta,2021.681,Switzerland,21J-Delta,GISAID
hCoV-19/UnitedArabEmirates/BTC-9066/2021.793/21J-Delta,2021.793,UnitedArabEmirates,21J-Delta,GISAID
hCoV-19/USA/ID-CDC-LC0451606/2021.99/21J-Delta,2021.99,USA,21J-Delta,GISAID
hCoV-19/Panama/M98628-GMI/2021.829/21J-Delta,2021.829,Panama,21J-Delta,GISAID
hCoV-19/Guyana/8167-GMI/2021.777/21J-Delta,2021.777,Guyana,21J-Delta,GISAID
hCoV-19/env/Austria/CeMM15916/2021.651/21J-Delta,2021.651,env,21J-Delta,GISAID
hCoV-19/SouthSudan/UG1096/2021.837/21J-Delta,2021.837,SouthSudan,21J-Delta,GISAID
hCoV-19/Uganda/MRC-UVRI-UVRI415399/2021.744/21J-Delta,2021.744,Uganda,21J-Delta,GISAID
hCoV-19/USA/VA-DCLS-0580/2020.212/20B,2020.212,USA,20B,GISAID
hCoV-19/NorthMacedonia/375/2020.19/20B,2020.19,NorthMacedonia,20B,GISAID
hCoV-19/Russia/MOW-CSP-3-2-R_S6/2020.092/20B,2020.092,Russia,20B,GISAID
hCoV-19/Bolivia/Beni-GM3-1/2021.275/20B,2021.275,Bolivia,20B,GISAID
hCoV-19/Bolivia/SAN-UPCH-1046/2020.671/20B,2020.671,Bolivia,20B,GISAID
hCoV-19/Latvia/625/2021.075/20B,2021.075,Latvia,20B,GISAID
hCoV-19/Slovakia/UKBA-204/2020.264/20B,2020.264,Slovakia,20B,GISAID
hCoV-19/Senegal/90290/2020.622/20B,2020.622,Senegal,20B,GISAID
hCoV-19/Senegal/72195/2020.477/20B,2020.477,Senegal,20B,GISAID
hCoV-19/Ecuador/USFQ-313/2020.633/20B,2020.633,Ecuador,20B,GISAID
hCoV-19/Bulgaria/06/2020.22/20B,2020.22,Bulgaria,20B,GISAID
hCoV-19/Bulgaria/21BG-NC_A000035/2020.613/20B,2020.613,Bulgaria,20B,GISAID
hCoV-19/Uganda/UG007/2020.245/20B,2020.245,Uganda,20B,GISAID
hCoV-19/Peru/LOR-INS-571/2020.993/20D,2020.993,Peru,20D,GISAID
hCoV-19/Paraguay/WOR12903A609/2020.223/20D,2020.223,Paraguay,20D,GISAID
hCoV-19/Peru/LAM-INS-720/2020.245/20D,2020.245,Peru,20D,GISAID
hCoV-19/Peru/LIM-INS-271/2020.291/20D,2020.291,Peru,20D,GISAID
hCoV-19/Egypt/NRC-6449/2020.619/20D,2020.619,Egypt,20D,GISAID
hCoV-19/Finland/8183/2021.418/20D,2021.418,Finland,20D,GISAID
hCoV-19/Australia/NT219/2021.396/20D,2021.396,Australia,20D,GISAID
hCoV-19/Egypt/CUNCI-HGC10I014/2020.982/20D,2020.982,Egypt,20D,GISAID
hCoV-19/Egypt/PHARCO-ARMY-26/2021.116/20D,2021.116,Egypt,20D,GISAID
hCoV-19/Egypt/NRC-5448OP/2020.403/20D,2020.403,Egypt,20D,GISAID
hCoV-19/Egypt/ARMY-MCL002/2020.884/20D,2020.884,Egypt,20D,GISAID
hCoV-19/Angola/KRISP-K009706/2020.485/20D,2020.485,Angola,20D,GISAID
hCoV-19/Congo/ITM-013-011LEK/2021.168/20D,2021.168,Congo,20D,GISAID
hCoV-19/Timor-Leste/TL36/2020.988/20D,2020.988,Timor-Leste,20D,GISAID
hCoV-19/Niger/M114/2020.917/20D,2020.917,Niger,20D,GISAID
hCoV-19/Cameroon/ICGEB-CIRCB_10136/2020.827/20D,2020.827,Cameroon,20D,GISAID
hCoV-19/Peru/LIM-UPCH-2054/2020.673/20D,2020.673,Peru,20D,GISAID
hCoV-19/Peru/MOQ-INS-6199/2021.36/21G-Lambda,2021.36,Peru,21G-Lambda,GISAID
hCoV-19/Peru/LIM-INS-1952/2021.188/21G-Lambda,2021.188,Peru,21G-Lambda,GISAID
hCoV-19/Peru/ARE-INS-2546/2021.423/21G-Lambda,2021.423,Peru,21G-Lambda,GISAID
hCoV-19/Peru/LIM-UPCH-2048/2021.281/21G-Lambda,2021.281,Peru,21G-Lambda,GISAID
hCoV-19/Chile/RM-38165/2021.147/21G-Lambda,2021.147,Chile,21G-Lambda,GISAID
hCoV-19/Argentina/PAIS-A1063/2021.648/21G-Lambda,2021.648,Argentina,21G-Lambda,GISAID
hCoV-19/SaintKittsandNevis/104029/2021.818/21G-Lambda,2021.818,SaintKittsandNevis,21G-Lambda,GISAID
hCoV-19/Peru/LIM-UPCH-0196/2020.786/20D,2020.786,Peru,20D,GISAID
hCoV-19/Peru/LIM-INS-508/2020.611/20D,2020.611,Peru,20D,GISAID
hCoV-19/Turkey/CTF_12092020_342/2020.698/20D,2020.698,Turkey,20D,GISAID
hCoV-19/Argentina/PAIS-F0055/2020.622/20D,2020.622,Argentina,20D,GISAID
hCoV-19/Egypt/CPHL-S9/2021.516/20D,2021.516,Egypt,20D,GISAID
hCoV-19/Kenya/SS2911/2021.029/20D,2021.029,Kenya,20D,GISAID
hCoV-19/Netherlands/NH-EMC-48/2020.504/20D,2020.504,Netherlands,20D,GISAID
hCoV-19/Serbia/SremskaMitrovica-011821207/2020.526/20D,2020.526,Serbia,20D,GISAID
hCoV-19/Serbia/Valjevo-596B15-1909/2020.717/20D,2020.717,Serbia,20D,GISAID
hCoV-19/Montenegro/ChVir-1796572002/2020.542/20D,2020.542,Montenegro,20D,GISAID
hCoV-19/Cyprus/BMVUCY402/2020.714/20D,2020.714,Cyprus,20D,GISAID
hCoV-19/Serbia/Sabac-000230907/2020.518/20D,2020.518,Serbia,20D,GISAID
hCoV-19/Italy/ABR-IZSGC-TE101729/2020.561/20D,2020.561,Italy,20D,GISAID
hCoV-19/Brazil/PR-L21-CD448/2020.264/20B,2020.264,Brazil,20B,GISAID
hCoV-19/Aruba/AW-RIVM-39239/2021.421/20B,2021.421,Aruba,20B,GISAID
hCoV-19/Bolivia/SAN-UPCH-0980/2021.103/20J-GammaV3,2021.103,Bolivia,20J-GammaV3,GISAID
hCoV-19/Venezuela/NuE558/2021.445/20J-GammaV3,2021.445,Venezuela,20J-GammaV3,GISAID
hCoV-19/Venezuela/NE420/2021.262/20J-GammaV3,2021.262,Venezuela,20J-GammaV3,GISAID
hCoV-19/Venezuela/Suc429/2021.01/20J-GammaV3,2021.01,Venezuela,20J-GammaV3,GISAID
hCoV-19/TrinidadandTobago/73954/2021.442/20J-GammaV3,2021.442,TrinidadandTobago,20J-GammaV3,GISAID
hCoV-19/Switzerland/SZ-ETHZ-33240482/2021.462/20J-GammaV3,2021.462,Switzerland,20J-GammaV3,GISAID
hCoV-19/Brazil/SP-reBUT_353010750/2021.308/20J-GammaV3,2021.308,Brazil,20J-GammaV3,GISAID
hCoV-19/Paraguay/WOR12903A849/2021.445/20J-GammaV3,2021.445,Paraguay,20J-GammaV3,GISAID
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_0918/2021.377/20J-GammaV3,2021.377,Mexico,20J-GammaV3,GISAID
hCoV-19/Italy/UMB-IZSGC-275977.1.69/2021.36/20J-GammaV3,2021.36,Italy,20J-GammaV3,GISAID
hCoV-19/Portugal/PT17382/2021.716/20J-GammaV3,2021.716,Portugal,20J-GammaV3,GISAID
hCoV-19/Guyana/GPR0359771/2021.684/20J-GammaV3,2021.684,Guyana,20J-GammaV3,GISAID
hCoV-19/Brazil/GO-FIOCRUZ-62515/2021.788/20J-GammaV3,2021.788,Brazil,20J-GammaV3,GISAID
hCoV-19/Brazil/GO-HLAGYN-1493369/2021.149/20J-GammaV3,2021.149,Brazil,20J-GammaV3,GISAID
hCoV-19/Brazil/AM-FIOCRUZ-21890173RCC/2021.412/20J-GammaV3,2021.412,Brazil,20J-GammaV3,GISAID
hCoV-19/Brazil/AL-FIOCRUZ-43116/2021.538/20J-GammaV3,2021.538,Brazil,20J-GammaV3,GISAID
hCoV-19/Ecuador/NIC-INSPI-93379/2021.508/20J-GammaV3,2021.508,Ecuador,20J-GammaV3,GISAID
hCoV-19/Paraguay/WOR12903A663/2021.336/20J-GammaV3,2021.336,Paraguay,20J-GammaV3,GISAID
hCoV-19/Uruguay/DLSP_4302/2021.421/20J-GammaV3,2021.421,Uruguay,20J-GammaV3,GISAID
hCoV-19/Uruguay/DLSP_3735/2021.382/20J-GammaV3,2021.382,Uruguay,20J-GammaV3,GISAID
hCoV-19/Uruguay/DLSP_4952/2021.527/20J-GammaV3,2021.527,Uruguay,20J-GammaV3,GISAID
hCoV-19/Brazil/SP-IB_100089/2021.185/20J-GammaV3,2021.185,Brazil,20J-GammaV3,GISAID
hCoV-19/Chile/AR-90344/2021.338/20J-GammaV3,2021.338,Chile,20J-GammaV3,GISAID
hCoV-19/Argentina/INEI107941/2021.514/20J-GammaV3,2021.514,Argentina,20J-GammaV3,GISAID
hCoV-19/Argentina/INEI106626/2021.453/20J-GammaV3,2021.453,Argentina,20J-GammaV3,GISAID
hCoV-19/Chile/RM-55861/2021.207/20J-GammaV3,2021.207,Chile,20J-GammaV3,GISAID
hCoV-19/Chile/RM-ISPC-70927/2021.253/20J-GammaV3,2021.253,Chile,20J-GammaV3,GISAID
hCoV-19/Argentina/INEI114294/2021.895/20J-GammaV3,2021.895,Argentina,20J-GammaV3,GISAID
hCoV-19/Argentina/INEI105613/2021.393/20J-GammaV3,2021.393,Argentina,20J-GammaV3,GISAID
hCoV-19/DominicanRepublic/Yale-6279/2021.377/20J-GammaV3,2021.377,DominicanRepublic,20J-GammaV3,GISAID
hCoV-19/USA/TN-CDC-ASC210065806/2021.382/20J-GammaV3,2021.382,USA,20J-GammaV3,GISAID
hCoV-19/Honduras/47114/2021.379/20J-GammaV3,2021.379,Honduras,20J-GammaV3,GISAID
hCoV-19/Nicaragua/CNDR-107279/2021.514/20J-GammaV3,2021.514,Nicaragua,20J-GammaV3,GISAID
hCoV-19/Canada/SK-NML-89118/2021.396/20J-GammaV3,2021.396,Canada,20J-GammaV3,GISAID
hCoV-19/Belgium/UMONS-P01-78567-01/2021.374/20J-GammaV3,2021.374,Belgium,20J-GammaV3,GISAID
hCoV-19/Spain/VC-IBV-99028603/2021.289/20J-GammaV3,2021.289,Spain,20J-GammaV3,GISAID
hCoV-19/Colombia/ANT-CWOHC-VG-SEC00285Y/2021.267/20J-GammaV3,2021.267,Colombia,20J-GammaV3,GISAID
hCoV-19/Panama/GMI-PAM18357/2021.412/20J-GammaV3,2021.412,Panama,20J-GammaV3,GISAID
hCoV-19/Panama/PA40273354-GMI/2021.434/20J-GammaV3,2021.434,Panama,20J-GammaV3,GISAID
hCoV-19/Panama/GMI-PASEQ477/2021.675/20J-GammaV3,2021.675,Panama,20J-GammaV3,GISAID
hCoV-19/Bolivia/SAN-CABANA-PE-UPCH-2255/2021.585/20J-GammaV3,2021.585,Bolivia,20J-GammaV3,GISAID
hCoV-19/Brazil/RO-IAL-4347/2021.415/20J-GammaV3,2021.415,Brazil,20J-GammaV3,GISAID
hCoV-19/Suriname/SR-573/2021.604/20J-GammaV3,2021.604,Suriname,20J-GammaV3,GISAID
hCoV-19/Suriname/SR-340/2021.41/20J-GammaV3,2021.41,Suriname,20J-GammaV3,GISAID
hCoV-19/Suriname/SR-224/2021.297/20J-GammaV3,2021.297,Suriname,20J-GammaV3,GISAID
hCoV-19/Laos/LOMWRU-0461/2021.897/20J-GammaV3,2021.897,Laos,20J-GammaV3,GISAID
hCoV-19/Bangladesh/DNAS_DRCIM_CPH_isl_515_BGD/2020.327/20B,2020.327,Bangladesh,20B,GISAID
hCoV-19/Bangladesh/BCSIR-NILMRC-238/2020.512/20B,2020.512,Bangladesh,20B,GISAID
hCoV-19/USA/NJ-MSHSPSP-PV17505/2020.652/20B,2020.652,USA,20B,GISAID
hCoV-19/Cyprus/002/2020.223/20B,2020.223,Cyprus,20B,GISAID
hCoV-19/Vietnam/KH-55/2020.865/20B,2020.865,Vietnam,20B,GISAID
hCoV-19/Poland/KCZ_1.79/2020.944/20B,2020.944,Poland,20B,GISAID
hCoV-19/CzechRepublic/NRL-8124/2020.561/20B,2020.561,CzechRepublic,20B,GISAID
hCoV-19/Denmark/DCGC-4734/2020.723/20B,2020.723,Denmark,20B,GISAID
hCoV-19/Poland/Masovia-12866/2020.657/20B,2020.657,Poland,20B,GISAID
hCoV-19/Mexico/NLE-UANL-027/2020.906/20B,2020.906,Mexico,20B,GISAID
hCoV-19/Bulgaria/34/2020.316/20B,2020.316,Bulgaria,20B,GISAID
hCoV-19/Bulgaria/18/2020.327/20B,2020.327,Bulgaria,20B,GISAID
hCoV-19/Brazil/RS-FIOCRUZ-6236/2020.408/20B,2020.408,Brazil,20B,GISAID
hCoV-19/Togo/TGS4/2020.887/20B,2020.887,Togo,20B,GISAID
hCoV-19/USA/DE-DHSS-F980184/2020.589/20B,2020.589,USA,20B,GISAID
hCoV-19/Beijing/DT-travelUK01/2020.223/20B,2020.223,Beijing,20B,GISAID
hCoV-19/Sweden/20-22126/2020.504/20B,2020.504,Sweden,20B,GISAID
hCoV-19/Kazakhstan/KZY-CSP-21088_S61/2020.608/20B,2020.608,Kazakhstan,20B,GISAID
hCoV-19/Greece/6462/2020.578/20B,2020.578,Greece,20B,GISAID
hCoV-19/Chile/RM-21431/2020.19/20B,2020.19,Chile,20B,GISAID
hCoV-19/Spain/VC-IBV-98004571/2020.253/20B,2020.253,Spain,20B,GISAID
hCoV-19/Spain/VC-IBV-98004408/2020.283/20B,2020.283,Spain,20B,GISAID
hCoV-19/Palestine/89/2020.482/20B,2020.482,Palestine,20B,GISAID
hCoV-19/Israel/HMO-VL-2497871/2020.783/20B,2020.783,Israel,20B,GISAID
hCoV-19/Palestine/AAS36/2020.914/20B,2020.914,Palestine,20B,GISAID
hCoV-19/Seychelles/G28007/2021.007/20B,2021.007,Seychelles,20B,GISAID
hCoV-19/Gabon/U0553/2020.766/20B,2020.766,Gabon,20B,GISAID
hCoV-19/Japan/PG-10996/2020.848/20B,2020.848,Japan,20B,GISAID
hCoV-19/Japan/PG-8116/2020.652/20B,2020.652,Japan,20B,GISAID
hCoV-19/Japan/PG-174048/2021.051/20B,2021.051,Japan,20B,GISAID
hCoV-19/Japan/PG-11161/2020.818/20B,2020.818,Japan,20B,GISAID
hCoV-19/Cambodia/101372/2020.821/20B,2020.821,Cambodia,20B,GISAID
hCoV-19/Bulgaria/21BG-NC_A000039/2020.723/20B,2020.723,Bulgaria,20B,GISAID
hCoV-19/Japan/PG-1912/2020.321/20B,2020.321,Japan,20B,GISAID
hCoV-19/Mozambique/INS-K007969/2020.687/20B,2020.687,Mozambique,20B,GISAID
hCoV-19/Guatemala/ASI2010/2021.168/20B,2021.168,Guatemala,20B,GISAID
hCoV-19/Guatemala/ASI2092/2021.141/20B,2021.141,Guatemala,20B,GISAID
hCoV-19/Guatemala/ASI2055/2021.149/20B,2021.149,Guatemala,20B,GISAID
hCoV-19/Guatemala/ASI02052/2021.212/20B,2021.212,Guatemala,20B,GISAID
hCoV-19/Guatemala/ASI2041/2021.152/20B,2021.152,Guatemala,20B,GISAID
hCoV-19/NorthMacedonia/19044/2020.843/20B,2020.843,NorthMacedonia,20B,GISAID
hCoV-19/Tunisia/GB1412/2020.253/20B,2020.253,Tunisia,20B,GISAID
hCoV-19/Bahrain/920458273_S24/2020.786/20B,2020.786,Bahrain,20B,GISAID
hCoV-19/BurkinaFaso/CV1718/2020.496/20B,2020.496,BurkinaFaso,20B,GISAID
hCoV-19/Zambia/ZMB-39730/2020.57/20B,2020.57,Zambia,20B,GISAID
hCoV-19/Canada/BC-BCCDC-4358/2020.668/20B,2020.668,Canada,20B,GISAID
hCoV-19/Canada/ABPHL-02509/2020.594/20B,2020.594,Canada,20B,GISAID
hCoV-19/UnitedArabEmirates/1853/2020.51/20B,2020.51,UnitedArabEmirates,20B,GISAID
hCoV-19/Peru/AMA-INS-766/2020.411/20B,2020.411,Peru,20B,GISAID
hCoV-19/Indonesia/JB-GS-WJHL-ITB-GS-278/2020.867/20B,2020.867,Indonesia,20B,GISAID
hCoV-19/Austria/CeMM3915/2021.108/20I-AlphaV1,2021.108,Austria,20I-AlphaV1,GISAID
hCoV-19/Turkey/HSGM-1408/2021.053/20I-AlphaV1,2021.053,Turkey,20I-AlphaV1,GISAID
hCoV-19/Israel/HMO-VL-2658709/2021.16/20I-AlphaV1,2021.16,Israel,20I-AlphaV1,GISAID
hCoV-19/Canada/QC-1nIOU-B1054121/2021.508/20I-AlphaV1,2021.508,Canada,20I-AlphaV1,GISAID
hCoV-19/Israel/CVL-13345/2021.333/20I-AlphaV1,2021.333,Israel,20I-AlphaV1,GISAID
hCoV-19/Maldives/MAV13785/2020.999/20I-AlphaV1,2020.999,Maldives,20I-AlphaV1,GISAID
hCoV-19/Maldives/MAV23937/2021.24/20I-AlphaV1,2021.24,Maldives,20I-AlphaV1,GISAID
hCoV-19/Maldives/MAV23037/2021.226/20I-AlphaV1,2021.226,Maldives,20I-AlphaV1,GISAID
hCoV-19/CaboVerde/Praia_2438/2021.048/20I-AlphaV1,2021.048,CaboVerde,20I-AlphaV1,GISAID
hCoV-19/Estonia/Cov7264/2021.001/20I-AlphaV1,2021.001,Estonia,20I-AlphaV1,GISAID
hCoV-19/Estonia/C097264/2021.242/20I-AlphaV1,2021.242,Estonia,20I-AlphaV1,GISAID
hCoV-19/Iceland/11252/2021.141/20I-AlphaV1,2021.141,Iceland,20I-AlphaV1,GISAID
hCoV-19/Finland/2577/2021.13/20I-AlphaV1,2021.13,Finland,20I-AlphaV1,GISAID
hCoV-19/Norway/OUS-03314/2021.19/20I-AlphaV1,2021.19,Norway,20I-AlphaV1,GISAID
hCoV-19/Canada/NL-NML-16829/2021.116/20I-AlphaV1,2021.116,Canada,20I-AlphaV1,GISAID
hCoV-19/Finland/THL-202118086/2021.344/20I-AlphaV1,2021.344,Finland,20I-AlphaV1,GISAID
hCoV-19/Bulgaria/21BG-EU_000866_Pl9/2021.174/20I-AlphaV1,2021.174,Bulgaria,20I-AlphaV1,GISAID
hCoV-19/Iran/GRC-Krj-12-108/2021.138/20I-AlphaV1,2021.138,Iran,20I-AlphaV1,GISAID
