Isolate,Accession_number,Collection_time,Country,Continent,Clade,Source
ERR144580,ERR144580,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137267,ERR137267,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133799,ERR133799,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR229926,ERR229926,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR229993,ERR229993,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067707,ERR067707,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067672,ERR067672,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108495,ERR108495,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133869,ERR133869,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144545,ERR144545,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133954,ERR133954,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137244,ERR137244,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133855,ERR133855,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133966,ERR133966,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR158598,ERR158598,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137265,ERR137265,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108455,ERR108455,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR228056,ERR228056,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144596,ERR144596,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR227980,ERR227980,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137218,ERR137218,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137208,ERR137208,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234661,ERR234661,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR158580,ERR158580,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR228059,ERR228059,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108426,ERR108426,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067590,ERR067590,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067641,ERR067641,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144560,ERR144560,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067705,ERR067705,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137236,ERR137236,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137217,ERR137217,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108505,ERR108505,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133988,ERR133988,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133798,ERR133798,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133863,ERR133863,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234657,ERR234657,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234683,ERR234683,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067713,ERR067713,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137203,ERR137203,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR117467,ERR117467,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133802,ERR133802,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137229,ERR137229,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137264,ERR137264,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR158596,ERR158596,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR229968,ERR229968,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234643,ERR234643,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR227981,ERR227981,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133890,ERR133890,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144554,ERR144554,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR227975,ERR227975,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144634,ERR144634,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067714,ERR067714,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR228024,ERR228024,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR229971,ERR229971,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR229915,ERR229915,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067625,ERR067625,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133896,ERR133896,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234692,ERR234692,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137221,ERR137221,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133914,ERR133914,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234663,ERR234663,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR117465,ERR117465,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR228018,ERR228018,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133871,ERR133871,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR228004,ERR228004,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR117449,ERR117449,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR228015,ERR228015,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234652,ERR234652,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108486,ERR108486,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067604,ERR067604,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234557,ERR234557,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137207,ERR137207,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133820,ERR133820,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137195,ERR137195,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144552,ERR144552,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR228010,ERR228010,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067766,ERR067766,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234642,ERR234642,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR228060,ERR228060,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144582,ERR144582,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067600,ERR067600,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067648,ERR067648,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108440,ERR108440,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067740,ERR067740,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144626,ERR144626,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133929,ERR133929,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144579,ERR144579,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133859,ERR133859,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234617,ERR234617,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR227979,ERR227979,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144577,ERR144577,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144622,ERR144622,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234612,ERR234612,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133856,ERR133856,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133963,ERR133963,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137198,ERR137198,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR158594,ERR158594,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108492,ERR108492,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137232,ERR137232,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133924,ERR133924,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR230004,ERR230004,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR158593,ERR158593,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108479,ERR108479,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137234,ERR137234,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234671,ERR234671,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137216,ERR137216,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133852,ERR133852,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR228032,ERR228032,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144631,ERR144631,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067593,ERR067593,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067722,ERR067722,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR158572,ERR158572,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR117459,ERR117459,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133970,ERR133970,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067745,ERR067745,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR228068,ERR228068,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137253,ERR137253,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234603,ERR234603,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067610,ERR067610,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133882,ERR133882,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR158569,ERR158569,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR228027,ERR228027,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144616,ERR144616,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR228002,ERR228002,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108452,ERR108452,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR227999,ERR227999,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR228007,ERR228007,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133904,ERR133904,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234582,ERR234582,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067580,ERR067580,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067743,ERR067743,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137263,ERR137263,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067582,ERR067582,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234645,ERR234645,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133875,ERR133875,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133945,ERR133945,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133973,ERR133973,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067589,ERR067589,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137205,ERR137205,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234655,ERR234655,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067646,ERR067646,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR117458,ERR117458,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108501,ERR108501,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133946,ERR133946,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108513,ERR108513,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133987,ERR133987,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137268,ERR137268,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR227984,ERR227984,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR227983,ERR227983,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR229965,ERR229965,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067724,ERR067724,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108511,ERR108511,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137279,ERR137279,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067689,ERR067689,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144630,ERR144630,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108500,ERR108500,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137206,ERR137206,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133913,ERR133913,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133955,ERR133955,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144563,ERR144563,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR158607,ERR158607,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR158578,ERR158578,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067665,ERR067665,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234672,ERR234672,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234589,ERR234589,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144572,ERR144572,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR158574,ERR158574,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144566,ERR144566,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR158590,ERR158590,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR228014,ERR228014,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234620,ERR234620,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133892,ERR133892,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144599,ERR144599,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133947,ERR133947,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR158591,ERR158591,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133842,ERR133842,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234690,ERR234690,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR144625,ERR144625,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067736,ERR067736,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137235,ERR137235,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR228052,ERR228052,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108441,ERR108441,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR229970,ERR229970,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133810,ERR133810,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR133932,ERR133932,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234640,ERR234640,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234647,ERR234647,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234579,ERR234579,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR137241,ERR137241,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234638,ERR234638,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067686,ERR067686,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108496,ERR108496,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234583,ERR234583,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR229992,ERR229992,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR234556,ERR234556,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR108433,ERR108433,2009,Samara, Russia,Europe,Beijing,Casali et al. (2014)
ERR067659,ERR067659,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR158588,ERR158588,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR137257,ERR137257,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR137192,ERR137192,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR229949,ERR229949,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR133907,ERR133907,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR227977,ERR227977,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR229976,ERR229976,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067644,ERR067644,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR117464,ERR117464,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR144595,ERR144595,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR137247,ERR137247,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR234644,ERR234644,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR144584,ERR144584,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067723,ERR067723,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067744,ERR067744,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR234662,ERR234662,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR133884,ERR133884,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR133880,ERR133880,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067667,ERR067667,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067671,ERR067671,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR234610,ERR234610,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067755,ERR067755,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR137231,ERR137231,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR133951,ERR133951,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067631,ERR067631,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR234639,ERR234639,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR108435,ERR108435,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR133918,ERR133918,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR137254,ERR137254,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR108443,ERR108443,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR234597,ERR234597,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067694,ERR067694,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR158581,ERR158581,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR158606,ERR158606,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR234600,ERR234600,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067760,ERR067760,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR227982,ERR227982,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR133879,ERR133879,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR229982,ERR229982,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR229969,ERR229969,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR108439,ERR108439,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR137219,ERR137219,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067668,ERR067668,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR158587,ERR158587,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR144607,ERR144607,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR133901,ERR133901,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR137243,ERR137243,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR108488,ERR108488,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067626,ERR067626,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067588,ERR067588,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR108453,ERR108453,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR234584,ERR234584,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR229955,ERR229955,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR234651,ERR234651,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR133837,ERR133837,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR230006,ERR230006,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR133933,ERR133933,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR229964,ERR229964,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067715,ERR067715,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR228049,ERR228049,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR234656,ERR234656,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR229929,ERR229929,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067759,ERR067759,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR108420,ERR108420,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR158589,ERR158589,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR144564,ERR144564,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR228040,ERR228040,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR133815,ERR133815,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR133888,ERR133888,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR133900,ERR133900,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR144542,ERR144542,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR117456,ERR117456,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR144635,ERR144635,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR229936,ERR229936,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067586,ERR067586,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR117463,ERR117463,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR228037,ERR228037,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR234607,ERR234607,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR227976,ERR227976,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR229995,ERR229995,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR234650,ERR234650,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR133899,ERR133899,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR234632,ERR234632,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR144570,ERR144570,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR133982,ERR133982,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR228006,ERR228006,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR228028,ERR228028,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR144581,ERR144581,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067696,ERR067696,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR137282,ERR137282,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR234668,ERR234668,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR108421,ERR108421,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR117454,ERR117454,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR137271,ERR137271,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067692,ERR067692,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR144623,ERR144623,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR144571,ERR144571,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR108499,ERR108499,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR158608,ERR158608,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067598,ERR067598,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR133936,ERR133936,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR137259,ERR137259,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR108447,ERR108447,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR137242,ERR137242,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR137240,ERR137240,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067674,ERR067674,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR108450,ERR108450,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR137255,ERR137255,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR067584,ERR067584,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR228039,ERR228039,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR137227,ERR137227,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR108514,ERR108514,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
ERR230007,ERR230007,2009,Samara, Russia,Europe,Beijing_cladeB,Casali et al. (2014)
